file,variable,value
ais-1-0001posreps,json,303
ais-1-0001posreps,json.gz,246
ais-1-0001posreps,json.bz2,241
ais-1-0001posreps,json.zip,399
ais-1-0001posreps,json.bson,280
ais-1-0001posreps,json.cbor,233
ais-1-0001posreps,json.eson,240
ais-1-0001posreps,json.bson.gz,250
ais-1-0001posreps,json.bson.bz2,265
ais-1-0001posreps,json.bson.zip,403
ais-1-0001posreps,json.cbor.gz,237
ais-1-0001posreps,json.cbor.bz2,256
ais-1-0001posreps,json.cbor.zip,391
ais-1-0001posreps,json.eson.gz,286
ais-1-0001posreps,json.eson.bz2,355
ais-1-0001posreps,json.eson.zip,434
ais-1-0002posreps,json,581
ais-1-0002posreps,json.gz,313
ais-1-0002posreps,json.bz2,325
ais-1-0002posreps,json.zip,466
ais-1-0002posreps,json.bson,528
ais-1-0002posreps,json.cbor,437
ais-1-0002posreps,json.eson,287
ais-1-0002posreps,json.bson.gz,326
ais-1-0002posreps,json.bson.bz2,367
ais-1-0002posreps,json.bson.zip,480
ais-1-0002posreps,json.cbor.gz,302
ais-1-0002posreps,json.cbor.bz2,337
ais-1-0002posreps,json.cbor.zip,455
ais-1-0002posreps,json.eson.gz,333
ais-1-0002posreps,json.eson.bz2,431
ais-1-0002posreps,json.eson.zip,481
ais-1-0003posreps,json,808
ais-1-0003posreps,json.gz,331
ais-1-0003posreps,json.bz2,369
ais-1-0003posreps,json.zip,484
ais-1-0003posreps,json.bson,768
ais-1-0003posreps,json.cbor,630
ais-1-0003posreps,json.eson,313
ais-1-0003posreps,json.bson.gz,354
ais-1-0003posreps,json.bson.bz2,416
ais-1-0003posreps,json.bson.zip,507
ais-1-0003posreps,json.cbor.gz,322
ais-1-0003posreps,json.cbor.bz2,378
ais-1-0003posreps,json.cbor.zip,471
ais-1-0003posreps,json.eson.gz,359
ais-1-0003posreps,json.eson.bz2,455
ais-1-0003posreps,json.eson.zip,507
ais-1-0004posreps,json,1067
ais-1-0004posreps,json.gz,367
ais-1-0004posreps,json.bz2,408
ais-1-0004posreps,json.zip,520
ais-1-0004posreps,json.bson,1008
ais-1-0004posreps,json.cbor,832
ais-1-0004posreps,json.eson,355
ais-1-0004posreps,json.bson.gz,397
ais-1-0004posreps,json.bson.bz2,489
ais-1-0004posreps,json.bson.zip,550
ais-1-0004posreps,json.cbor.gz,363
ais-1-0004posreps,json.cbor.bz2,451
ais-1-0004posreps,json.cbor.zip,517
ais-1-0004posreps,json.eson.gz,401
ais-1-0004posreps,json.eson.bz2,497
ais-1-0004posreps,json.eson.zip,549
ais-1-0005posreps,json,1350
ais-1-0005posreps,json.gz,408
ais-1-0005posreps,json.bz2,469
ais-1-0005posreps,json.zip,561
ais-1-0005posreps,json.bson,1248
ais-1-0005posreps,json.cbor,1034
ais-1-0005posreps,json.eson,409
ais-1-0005posreps,json.bson.gz,439
ais-1-0005posreps,json.bson.bz2,554
ais-1-0005posreps,json.bson.zip,591
ais-1-0005posreps,json.cbor.gz,402
ais-1-0005posreps,json.cbor.bz2,527
ais-1-0005posreps,json.cbor.zip,553
ais-1-0005posreps,json.eson.gz,455
ais-1-0005posreps,json.eson.bz2,554
ais-1-0005posreps,json.eson.zip,603
ais-1-0006posreps,json,1608
ais-1-0006posreps,json.gz,460
ais-1-0006posreps,json.bz2,501
ais-1-0006posreps,json.zip,613
ais-1-0006posreps,json.bson,1488
ais-1-0006posreps,json.cbor,1228
ais-1-0006posreps,json.eson,446
ais-1-0006posreps,json.bson.gz,488
ais-1-0006posreps,json.bson.bz2,601
ais-1-0006posreps,json.bson.zip,638
ais-1-0006posreps,json.cbor.gz,445
ais-1-0006posreps,json.cbor.bz2,560
ais-1-0006posreps,json.cbor.zip,596
ais-1-0006posreps,json.eson.gz,492
ais-1-0006posreps,json.eson.bz2,598
ais-1-0006posreps,json.eson.zip,640
ais-1-0007posreps,json,1857
ais-1-0007posreps,json.gz,505
ais-1-0007posreps,json.bz2,516
ais-1-0007posreps,json.zip,658
ais-1-0007posreps,json.bson,1728
ais-1-0007posreps,json.cbor,1432
ais-1-0007posreps,json.eson,482
ais-1-0007posreps,json.bson.gz,546
ais-1-0007posreps,json.bson.bz2,686
ais-1-0007posreps,json.bson.zip,706
ais-1-0007posreps,json.cbor.gz,504
ais-1-0007posreps,json.cbor.bz2,634
ais-1-0007posreps,json.cbor.zip,656
ais-1-0007posreps,json.eson.gz,528
ais-1-0007posreps,json.eson.bz2,634
ais-1-0007posreps,json.eson.zip,676
ais-1-0008posreps,json,2119
ais-1-0008posreps,json.gz,514
ais-1-0008posreps,json.bz2,539
ais-1-0008posreps,json.zip,667
ais-1-0008posreps,json.bson,1968
ais-1-0008posreps,json.cbor,1630
ais-1-0008posreps,json.eson,521
ais-1-0008posreps,json.bson.gz,581
ais-1-0008posreps,json.bson.bz2,701
ais-1-0008posreps,json.bson.zip,725
ais-1-0008posreps,json.cbor.gz,524
ais-1-0008posreps,json.cbor.bz2,639
ais-1-0008posreps,json.cbor.zip,674
ais-1-0008posreps,json.eson.gz,567
ais-1-0008posreps,json.eson.bz2,670
ais-1-0008posreps,json.eson.zip,715
ais-1-0009posreps,json,2400
ais-1-0009posreps,json.gz,561
ais-1-0009posreps,json.bz2,598
ais-1-0009posreps,json.zip,714
ais-1-0009posreps,json.bson,2208
ais-1-0009posreps,json.cbor,1836
ais-1-0009posreps,json.eson,570
ais-1-0009posreps,json.bson.gz,620
ais-1-0009posreps,json.bson.bz2,786
ais-1-0009posreps,json.bson.zip,773
ais-1-0009posreps,json.cbor.gz,573
ais-1-0009posreps,json.cbor.bz2,746
ais-1-0009posreps,json.cbor.zip,721
ais-1-0009posreps,json.eson.gz,616
ais-1-0009posreps,json.eson.bz2,721
ais-1-0009posreps,json.eson.zip,764
ais-1-0010posreps,json,2642
ais-1-0010posreps,json.gz,605
ais-1-0010posreps,json.bz2,641
ais-1-0010posreps,json.zip,758
ais-1-0010posreps,json.bson,2448
ais-1-0010posreps,json.cbor,2038
ais-1-0010posreps,json.eson,602
ais-1-0010posreps,json.bson.gz,676
ais-1-0010posreps,json.bson.bz2,862
ais-1-0010posreps,json.bson.zip,832
ais-1-0010posreps,json.cbor.gz,622
ais-1-0010posreps,json.cbor.bz2,777
ais-1-0010posreps,json.cbor.zip,776
ais-1-0010posreps,json.eson.gz,648
